userId,movieId,rating,timestamp
1,1,3.5,1112486027
1,2,3.5,1112484676
1,3,3.5,1112484819
1,4,3.5,1112484727
1,5,3.5,1112484580
1,6,3.5,1094785740
1,7,4,1094785734
1,8,4,1112485573
1,9,4,1112484940
1,10,4,1112484826
1,11,4,1112484703
1,12,4,1112484767
1,13,4,1112484798
1,14,3.5,1094785709
1,15,3.5,1112485980
1,16,4,1112484603
1,17,3.5,1112485557
1,18,3.5,1112484661
1,19,3,1094785691
1,20,3.5,1094785621
1,21,3.5,1094785598
1,22,3.5,1112486013
1,23,4,1112485480
1,24,4,1094785665
1,25,3.5,1112485375
1,26,3.5,1112484669
1,27,4,1112485453
1,28,4,1112485701
1,29,3.5,1112484609
1,30,3.5,1112484690
1,31,4.5,1112484742
1,32,4.5,1112484624
1,33,4,1112484560
1,34,3,1112484642
1,35,3.5,1112484815
1,36,4,1094785977
1,37,4,1094786082
1,38,3.5,1112484810
1,39,4,1094785994
1,40,3.5,1112484637
1,41,4,1112485401
1,42,3,1112485567
1,43,3.5,1094785759
1,44,4,1112485382
1,45,4,1094785994
1,46,4,1112485440
1,47,3.5,1094786113
1,48,3.5,1112484735
1,49,4,1112485371
1,50,4,1094785986
1,51,3.5,1112485525
1,52,3,1094785720
1,53,4,1094786062
1,54,4,1112484990
1,55,3.5,1094786056
1,56,3.5,1094786158
1,57,4,1112485419
1,58,3,1094785764
1,59,4,1094785746
1,60,4,1112484913
1,61,3,1112486150
1,62,3.5,1094785656
1,63,3.5,1112486201
1,64,3.5,1112486032
1,65,3.5,1112486098
1,66,4,1112485739
1,67,3.5,1094786087
1,68,3.5,1094786034
1,69,4,1112485929
1,70,4,1112485955
1,71,4,1094786092
1,72,4,1112485789
1,73,4,1112485705
1,74,4,1112485951
1,75,4,1112485887
1,76,4,1112485843
1,77,4,1112485753
1,78,3.5,1112485486
1,79,3.5,1112486122
1,80,4,1094786077
1,81,4,1094785777
1,82,4,1112485447
1,83,4,1112485988
1,84,3.5,1112484994
1,85,3.5,1094786017
1,86,3.5,1094786148
1,87,3.5,1094785650
1,88,3.5,1112484749
1,89,3.5,1094786012
1,90,3,1112484759
1,91,4,1112485367
1,92,3.5,1112485414
1,93,4,1112485697
1,94,3.5,1112485465
1,95,4,1112485433
1,96,3.5,1112485580
1,97,4,1094785698
1,98,4,1112485825
1,99,3.5,1112484569
1,100,3,1112484548
1,101,3.5,1112485563
1,102,4,1094786143
1,103,4,1112485816
1,104,3.5,1112484525
1,105,3.5,1112486094
1,106,3.5,1094786139
1,107,4,1112485734
1,108,4,1112486024
1,109,4,1112484918
1,110,4,1112486138
1,111,3,1094786172
1,112,4,1094785727
1,113,3.5,1112486192
1,114,4,1112485406
1,115,4,1112485460
1,116,3.5,1094786104
1,117,4,1112484933
1,118,3,1112486169
1,119,3.5,1112484493
1,120,4,1094785784
1,121,3.5,1112485970
1,122,4,1112485822
1,123,4,1112485880
1,124,3.5,1094786008
1,125,4,1112484983
1,126,3.5,1112484537
1,127,4,1112485731
1,128,4,1112485961
1,129,3,1112486076
1,130,3.5,1112486007
1,131,3.5,1112486055
1,132,5,1112484682
1,133,4,1112485858
1,134,4,1112485898
1,135,3,1112486086
1,136,3.5,1094786132
1,137,4,1112486104
1,138,4,1112485905
1,139,3.5,1094786108
1,140,4,1112485871
1,141,4,1112485720
1,142,3.5,1112486002
1,143,5,1112484619
1,144,3.5,1112486150
1,145,4,1112485713
1,146,3.5,1094786004
1,147,4,1112485502
1,148,3.5,1094786048
1,149,4,1112485508
1,150,4,1112485984
1,151,3.5,1094786067
1,152,4,1112485786
1,153,3.5,1112484686
1,154,3.5,1112486060
1,155,3,1112486127
1,156,3.5,1094786101
1,157,3.5,1112485834
1,158,4,1112485934
1,159,5,1112484633
1,160,3.5,1112485923
1,161,3.5,1112485958
1,162,3.5,1094786161
1,163,4,1112486045
1,164,4,1112484789
1,165,3.5,1112486163
1,166,4,1112486108
1,167,3,1112484575
1,168,4,1112485819
1,169,4,1112485688
1,170,3.5,1112485781
1,171,5,1094786027
1,172,4.5,1112485493
1,173,3.5,1112484795
1,174,4,1112485629
1,175,4,1112485748
2,1,4,974820889
2,2,5,974820598
2,3,5,974820691
2,4,4,974820658
2,5,3,974820776
2,6,5,974821014
2,7,5,974820748
2,8,3,974820598
2,9,5,974820720
2,10,5,974821014
2,11,5,974820658
2,12,2,974820969
2,13,4,974820691
2,14,5,974821014
2,15,3,974820598
2,16,5,974821014
2,17,5,974820598
2,18,5,974821014
2,19,5,974820691
2,20,5,974820659
2,21,5,974821014
2,22,5,974820846
2,23,5,974820598
2,24,5,974820943
2,25,4,974820748
2,26,4,974820776
2,27,5,974821014
2,28,3,974820720
2,29,2,974820969
2,30,2,974820969
2,31,2,974820943
2,32,2,974820969
2,33,3,974820916
2,34,5,974820598
2,35,2,974820969
2,36,2,974820748
2,37,4,974820916
2,38,4,974820720
2,39,2,974820659
2,40,3,974820659
2,41,5,974820659
2,42,4,974820598
2,43,4,974820720
2,44,3,974820598
2,45,4,974820869
2,46,5,974820846
2,47,5,974820659
2,48,3,974820889
2,49,4,974820748
2,50,3,974820776
2,51,4,974821014
2,52,4,974820691
2,53,4,974820720
2,54,3,974820943
2,55,4,974820943
2,56,4,974820889
2,57,5,974820748
2,58,5,974820776
2,59,5,974820943
2,60,4,974820916
2,61,5,974820659
3,1,4,944919407
3,2,3,945176048
3,3,4,944918047
3,4,5,944918018
3,5,3,945176048
3,6,2,945176099
3,7,5,944919133
3,8,3,945175939
3,9,5,944918444
3,10,5,944917742
3,11,5,945175870
3,12,5,944917766
3,13,5,945176021
3,14,3,944919366
3,15,3,944918500
3,16,3,945176005
3,17,5,944918215
3,18,5,945175820
3,19,5,944919041
3,20,2,945176005
3,21,5,944918047
3,22,4,944897108
3,23,5,944918215
3,24,4,944919671
3,25,3,944917267
3,26,3,945175820
3,27,4,945175750
3,28,5,944917267
3,29,5,944917450
3,30,3,944917494
3,31,4,944917558
3,32,5,944917812
3,33,5,944917912
3,34,3,945175658
3,35,3,945175963
3,36,5,944918310
3,37,5,944918444
3,38,4,944918167
3,39,4,944917797
3,40,5,944918103
3,41,5,944917558
3,42,4,944918878
3,43,5,944918980
3,44,4,944917945
3,45,4,944918800
3,46,3,945175784
